id,Constituency,County,Country/Region,Country,Electorate_2019,Green Votes_2019,Green Vote share_2019,Total votes_2019,Year
E14000992,THE WREKIN,Shropshire,West Midlands,England,"70,693","1,491",3%,"48,890",2019
E14000993,THIRSK AND MALTON,North Yorkshire,Yorkshire and The Humber,England,"80,991","2,263",4%,"56,588",2019
E14000994,THORNBURY AND YATE,Avon,South West,England,"69,492",,,"52,243",2019
E14000995,THURROCK,Essex,East,England,"79,659",807,2%,"47,467",2019
E14000996,TIVERTON AND HONITON,Devon,South West,England,"82,953","2,291",4%,"59,613",2019
E14000997,TONBRIDGE AND MALLING,Kent,South East,England,"79,278","4,090",7%,"57,003",2019
E14000998,TOOTING,London,London,England,"76,954","2,314",4%,"58,473",2019
E14000999,TORBAY,Devon,South West,England,"75,054","1,239",2%,"50,426",2019
W07000053,TORFAEN,Gwent and Mid Glamorgan,Wales,Wales,"62,330",812,2%,"37,176",2019
E14001000,TORRIDGE AND WEST DEVON,Devon,South West,England,"80,403","2,077",3%,"59,730",2019
E14001001,TOTNES,Devon,South West,England,"69,863",,,"52,182",2019
E14001002,TOTTENHAM,London,London,England,"75,740","1,873",4%,"46,856",2019
E14001003,TRURO AND FALMOUTH,Cornwall,South West,England,"76,719","1,714",3%,"59,190",2019
E14001004,TUNBRIDGE WELLS,Kent,South East,England,"74,823",,,"54,650",2019
E14001005,TWICKENHAM,London,London,England,"84,906",,,"64,503",2019
E14001006,TYNEMOUTH,Tyne and Wear,North East,England,"77,261","1,281",2%,"56,034",2019
N06000017,UPPER BANN,,Northern Ireland,Northern Ireland,"82,887",,,"50,045",2019
E14001007,UXBRIDGE AND SOUTH RUISLIP,London,London,England,"70,365","1,090",2%,"48,187",2019
W07000060,VALE OF CLWYD,Clwyd,Wales,Wales,"56,649",,,"37,213",2019
W07000078,VALE OF GLAMORGAN,South Glamorgan,Wales,Wales,"76,508","3,251",6%,"54,807",2019
E14001008,VAUXHALL,London,London,England,"88,659","2,516",4%,"56,333",2019
E14001009,WAKEFIELD,West Yorkshire,Yorkshire and The Humber,England,"70,192",,,"45,027",2019
E14001010,WALLASEY,Merseyside,North West,England,"66,310","1,132",2%,"46,492",2019
E14001011,WALSALL NORTH,West Midlands,West Midlands,England,"67,177",617,2%,"36,556",2019
E14001012,WALSALL SOUTH,West Midlands,West Midlands,England,"68,024",634,1%,"42,472",2019
E14001013,WALTHAMSTOW,London,London,England,"70,267","1,733",4%,"48,335",2019
E14001014,WANSBECK,Northumberland,North East,England,"63,339","1,217",3%,"40,509",2019
E14001015,WANTAGE,Oxfordshire,South East,England,"90,867",,,"67,173",2019
E14001016,WARLEY,West Midlands,West Midlands,England,"62,357",891,2%,"37,239",2019
E14001017,WARRINGTON NORTH,Cheshire,North West,England,"72,235","1,257",3%,"46,667",2019
E14001018,WARRINGTON SOUTH,Cheshire,North West,England,"86,015",,,"61,899",2019
E14001019,WARWICK AND LEAMINGTON,Warwickshire,West Midlands,England,"76,362","1,536",3%,"54,205",2019
E14001020,WASHINGTON AND SUNDERLAND WEST,Tyne and Wear,North East,England,"66,278","1,005",3%,"37,513",2019
E14001021,WATFORD,Hertfordshire,East,England,"83,359",,,"58,065",2019
E14001022,WAVENEY,Suffolk,East,England,"82,791","2,727",5%,"51,129",2019
E14001023,WEALDEN,East Sussex,South East,England,"82,998","3,099",5%,"60,907",2019
E14001024,WEAVER VALE,Cheshire,North West,England,"70,551","1,051",2%,"50,713",2019
E14001025,WELLINGBOROUGH,Northamptonshire,East Midlands,England,"80,765","1,821",4%,"51,913",2019
E14001026,WELLS,Somerset,South West,England,"84,124",,,"61,628",2019
E14001027,WELWYN HATFIELD,Hertfordshire,East,England,"74,892","1,618",3%,"52,053",2019
E14001028,WENTWORTH AND DEARNE,South Yorkshire,Yorkshire and The Humber,England,"74,536",,,"41,557",2019
S14000058,WEST ABERDEENSHIRE AND KINCARDINE,,Scotland,Scotland,"72,640",,,"53,345",2019
E14001029,WEST BROMWICH EAST,West Midlands,West Midlands,England,"62,046",627,2%,"35,975",2019
E14001030,WEST BROMWICH WEST,West Midlands,West Midlands,England,"64,517",664,2%,"34,459",2019
E14001031,WEST DORSET,Dorset,South West,England,"81,897","2,124",3%,"60,925",2019
S14000059,WEST DUNBARTONSHIRE,,Scotland,Scotland,"66,517",867,2%,"45,140",2019
E14001032,WEST HAM,London,London,England,"97,947","1,780",3%,"60,200",2019
E14001033,WEST LANCASHIRE,Lancashire,North West,England,"73,347","1,248",2%,"52,663",2019
E14001036,WESTMINSTER NORTH,London,London,England,"65,519","1,064",2%,"42,911",2019
E14001037,WESTMORLAND AND LONSDALE,Cumbria,North West,England,"67,789",,,"52,712",2019
E14001038,WESTON-SUPER-MARE,Avon,South West,England,"82,526","1,834",3%,"55,614",2019
E14001034,WEST SUFFOLK,Suffolk,East,England,"80,193","2,262",4%,"51,437",2019
N06000018,WEST TYRONE,,Northern Ireland,Northern Ireland,"66,259",521,1%,"41,186",2019
E14001035,WEST WORCESTERSHIRE,Hereford and Worcester,West Midlands,England,"76,241","2,715",5%,"57,530",2019
E14001039,WIGAN,Greater Manchester,North West,England,"75,680","1,299",3%,"45,042",2019
E14001040,WIMBLEDON,London,London,England,"68,240",,,"53,027",2019
E14001041,WINCHESTER,Hampshire,South East,England,"75,582",,,"58,890",2019
E14001042,WINDSOR,Berkshire,South East,England,"75,038","1,796",3%,"53,750",2019
E14001043,WIRRAL SOUTH,Merseyside,North West,England,"57,280",948,2%,"43,547",2019
E14001044,WIRRAL WEST,Merseyside,North West,England,"55,550",965,2%,"42,918",2019
E14001045,WITHAM,Essex,East,England,"70,402","3,090",6%,"49,344",2019
E14001046,WITNEY,Oxfordshire,South East,England,"83,845",,,"61,305",2019
E14001047,WOKING,Surrey,South East,England,"75,424","1,485",3%,"53,937",2019
E14001048,WOKINGHAM,Berkshire,South East,England,"83,953","1,382",2%,"61,997",2019
E14001049,WOLVERHAMPTON NORTH EAST,West Midlands,West Midlands,England,"61,660",603,2%,"34,281",2019
E14001050,WOLVERHAMPTON SOUTH EAST,West Midlands,West Midlands,England,"62,883",521,2%,"33,443",2019
E14001051,WOLVERHAMPTON SOUTH WEST,West Midlands,West Midlands,England,"60,534",,,"41,136",2019
E14001052,WORCESTER,Hereford and Worcester,West Midlands,England,"73,485","1,694",3%,"50,898",2019
E14001053,WORKINGTON,Cumbria,North West,England,"61,370",596,1%,"41,599",2019
E14001054,WORSLEY AND ECCLES SOUTH,Greater Manchester,North West,England,"75,219","1,300",3%,"44,707",2019
E14001055,WORTHING WEST,West Sussex,South East,England,"78,585","2,008",4%,"54,648",2019
W07000044,WREXHAM,Clwyd,Wales,Wales,"49,737",445,1%,"33,532",2019
E14001056,WYCOMBE,Buckinghamshire,South East,England,"78,093","1,454",3%,"54,756",2019
E14001057,WYRE AND PRESTON NORTH,Lancashire,North West,England,"74,775","1,729",3%,"52,924",2019
E14001058,WYRE FOREST,Hereford and Worcester,West Midlands,England,"78,077","1,973",4%,"50,561",2019
E14001059,WYTHENSHAWE AND SALE EAST,Greater Manchester,North West,England,"76,313","1,559",3%,"44,759",2019
E14001060,YEOVIL,Somerset,South West,England,"82,468","1,629",3%,"59,260",2019
W07000041,YNYS MON,Gwynedd,Wales,Wales,"51,925",,,"36,552",2019
E14001061,YORK CENTRAL,North Yorkshire,Yorkshire and The Humber,England,"74,899","2,107",4%,"49,505",2019
E14001062,YORK OUTER,North Yorkshire,Yorkshire and The Humber,England,"74,673",,,"55,347",2019
